Sample_ID,Language,Error_Type,Token_Length,Token_Preview,Full_Token,Context
sw2022_B_12,HI,Long_Token,135," हर बार जब हम कुछ खर्च करते हैं, हम इसे किताब में लिखते हैं और महीने के अंत में हम इसे जोड़ते हैं यह..."," हर बार जब हम कुछ खर्च करते हैं, हम इसे किताब में लिखते हैं और महीने के अंत में हम इसे जोड़ते हैं यह देखने के लिए कि हम कितने करीब हैं ","Uh, we 've _, _ हमने, uh, यह लिया कि हमारे पास कितना है _, _ you know _, _ हर महीने कितना पैसा आता है यह लिख लिया और फिर, uh, हमने, साल की शुरुआत में हम बैठे और तय किया कि हम कितना खर्च कर सकते हैं। ह..."
sw2022_B_18,HI,Long_Token,61," अगर कुछ आ जाए और आप इसके भीतर नहीं रह पाएं तो हमारे पास, uh "," अगर कुछ आ जाए और आप इसके भीतर नहीं रह पाएं तो हमारे पास, uh ","Yeah _, _ हाँ _, _ I stay wi-_ _, _ मुझे इसका पालन करना पड़ता है, तो मैं _, _ you know, और फिर हमारे पास वह है _, _ you know, if you ca n't stay _, _ अगर कुछ आ जाए और आप इसके भीतर नहीं रह पाएं तो हमार..."
sw2022_B_18,HI,Long_Token,55, like हम इसे अपनी स्लश फंड कहते हैं या कुछ और और some- , like हम इसे अपनी स्लश फंड कहते हैं या कुछ और और some- ,"Yeah _, _ हाँ _, _ I stay wi-_ _, _ मुझे इसका पालन करना पड़ता है, तो मैं _, _ you know, और फिर हमारे पास वह है _, _ you know, if you ca n't stay _, _ अगर कुछ आ जाए और आप इसके भीतर नहीं रह पाएं तो हमार..."
sw2022_A_21,AR,Long_Token,98, نحن نحاول أن، آه، نفعل ذلك هذا العام. لقد وضعنا في الميزانية المال الذي نحن كنّا نستخدم لإنفاق ، , نحن نحاول أن، آه، نفعل ذلك هذا العام. لقد وضعنا في الميزانية المال الذي نحن كنّا نستخدم لإنفاق ، ,هذا اختيارٌ جيد، نحن قد كنّا نحاول ، _ نحن نحاول أن، آه، نفعل ذلك هذا العام. لقد وضعنا في الميزانية المال الذي نحن كنّا نستخدم لإنفاق ، _ كنّا ننفقه على حساب CODA مع T I، ثم المال الذي كنّا أيضًا نشتر...
sw2022_A_21,CS,Long_Token,55,", letos. Naplánovali jsme si do rozpočtu peníze, které ",", letos. Naplánovali jsme si do rozpočtu peníze, které ","Přeložte následující text do češtiny:
To je dobrá volba, _snažíme se_ o_to_ už_ _dlouho, _snažíme se_ o_to, _ehm_, letos. Naplánovali jsme si do rozpočtu peníze, které _jsme_ _použili_ utratit_, _kter..."
sw2022_A_39,AR,Long_Token,44, لقد قمنا بـ، آه، حساب CODA مع T I حيث هم ، , لقد قمنا بـ، آه، حساب CODA مع T I حيث هم ، ,نعم ، _ في الغالب ما نحن نقوم به ، _ نحن كنّا قد عملنا ، _ لقد قمنا بـ، آه، حساب CODA مع T I حيث هم ، _ نضع فيه مبلغًا معينًا في الشهر، ثم هم، أو مبلغًا معينًا من كل راتب، ثم يقومون بمطابقته._
sw2022_A_39,IT,Long_Token,51,"abbiamo fatto il, eh, conto CODA con T I dove loro ","abbiamo fatto il, eh, conto CODA con T I dove loro ","_Sì_, _per lo più quello che noi stiamo facendo_, _noi abbiamo lavorato_, _abbiamo fatto il, eh, conto CODA con T I dove loro _, _ noi mettiamo una certa somma al mese, e poi loro, oppure una certa so..."
sw2022_A_45,AR,Long_Token,100, آه، شركة جون هانكوك جاءت، وقام وكيلهم بعمل تحليل طويل المدى بناءً على الراتب و، آه، ما كنّا نخط- ، , آه، شركة جون هانكوك جاءت، وقام وكيلهم بعمل تحليل طويل المدى بناءً على الراتب و، آه، ما كنّا نخط- ، ,نعم . _ الشيء الآخر الذي نحن قمنا به، ذلك ، _ كان من اللطيف حقًا أن نراه، كان لدينا إحدى الشركات المالية، أم، هان- ، _ آه، شركة جون هانكوك جاءت، وقام وكيلهم بعمل تحليل طويل المدى بناءً على الراتب و، آ...
sw2022_A_45,CS,Long_Token,92,", společnost John Hancock, a jejich agent provedl dlouhodobou analýzu založenou na platu a, ",", společnost John Hancock, a jejich agent provedl dlouhodobou analýzu založenou na platu a, ","_Jo_ _. _ Další věc, kterou jsme udělali, _co_ _, _co bylo opravdu hezké vidět, byla jedna z finančních společností, _ehm_, _han-_ _, _eh_, společnost John Hancock, a jejich agent provedl dlouhodobou ..."
sw2022_A_45,HI,Long_Token,81," वह देखना वास्तव में अच्छा था, हमारे पास वित्तीय कंपनियों में से एक थी, अम, हैन- "," वह देखना वास्तव में अच्छा था, हमारे पास वित्तीय कंपनियों में से एक थी, अम, हैन- ","हाँ . _ दूसरी चीज़ जो हमने की है, वह _, _ वह देखना वास्तव में अच्छा था, हमारे पास वित्तीय कंपनियों में से एक थी, अम, हैन- _, _ अह, जॉन हैनकॉक कंपनी आई और उनके एजेंट ने वेतन के आधार पर दीर्घकालिक विश्ल..."
sw2022_A_45,HI,Long_Token,103," अह, जॉन हैनकॉक कंपनी आई और उनके एजेंट ने वेतन के आधार पर दीर्घकालिक विश्लेषण किया और, अह, हम क्या य..."," अह, जॉन हैनकॉक कंपनी आई और उनके एजेंट ने वेतन के आधार पर दीर्घकालिक विश्लेषण किया और, अह, हम क्या यो- ","हाँ . _ दूसरी चीज़ जो हमने की है, वह _, _ वह देखना वास्तव में अच्छा था, हमारे पास वित्तीय कंपनियों में से एक थी, अम, हैन- _, _ अह, जॉन हैनकॉक कंपनी आई और उनके एजेंट ने वेतन के आधार पर दीर्घकालिक विश्ल..."
sw2022_A_45,IT,Long_Token,87,"che è stato davvero bello vedere, abbiamo avuto una delle società finanziarie, um, han-","che è stato davvero bello vedere, abbiamo avuto una delle società finanziarie, um, han-","_Sì_. _L’altra cosa che abbiamo fatto, quella_, _che è stato davvero bello vedere, abbiamo avuto una delle società finanziarie, um, han-_, _eh_, la società John Hancock è venuta fuori e il loro agente..."
sw2022_B_52,IT,Long_Token,64,"Sembra interessante, non abbiamo mai fatto niente-, abbiamo, sai","Sembra interessante, non abbiamo mai fatto niente-, abbiamo, sai","_Uh-huh_. _Sembra interessante, non abbiamo mai fatto niente-, abbiamo, sai_, _solo il nostro_, _il nostro consulente per l’assicurazione sulla vita è venuto_, _sai, e ha impostato_, _eh_, _sai_, _det..."
sw2022_B_52,IT,Long_Token,60,il nostro consulente per l’assicurazione sulla vita è venuto,il nostro consulente per l’assicurazione sulla vita è venuto,"_Uh-huh_. _Sembra interessante, non abbiamo mai fatto niente-, abbiamo, sai_, _solo il nostro_, _il nostro consulente per l’assicurazione sulla vita è venuto_, _sai, e ha impostato_, _eh_, _sai_, _det..."
sw2022_B_54,IT,Long_Token,55,"se gli succedesse qualcosa, non resterei in Texas, io, ","se gli succedesse qualcosa, non resterei in Texas, io, ","_Giusto_, _sì_, _sai, se, venderei la_, _sai, se, lui_, _se gli succedesse qualcosa, non resterei in Texas, io, _eh_, venderei la casa e tornerei a casa_, _sai _, _ nella mia città natale, e_, _e, _eh..."
sw2024_B_4,FR,Long_Token,79,", n'étant pas natif du Texas, mais étant ici depuis onze ans, j'ai tendance à, ",", n'étant pas natif du Texas, mais étant ici depuis onze ans, j'ai tendance à, ","_Euh_, _j'ai_ _pas_ _, _ j'ai_ _, _ j'ai une grande variété _de_ _, _ de passe-temps, donc, _mes_ _, _ mes plaisirs de lecture sont assez larges. _Eum_, je tire un plaisir de, _euh_, TEXAS HIGHWAY, qu..."
sw2024_B_4,IT,Long_Token,66,"i miei piaceri di lettura sono piuttosto ampi. Um, mi entusiasma, ","i miei piaceri di lettura sono piuttosto ampi. Um, mi entusiasma, ","_Eh, non ho_, _ho_, _una grande varietà di_, _di hobby, quindi, i_, _i miei piaceri di lettura sono piuttosto ampi. Um, mi entusiasma, _eh_, TEXAS HIGHWAY, che è, eh, molto colorato, e, _eh_, non esse..."
sw2024_B_4,IT,Long_Token,74,", non essendo un nativo del Texas, ma essendo qui da undici anni tendo a, ",", non essendo un nativo del Texas, ma essendo qui da undici anni tendo a, ","_Eh, non ho_, _ho_, _una grande varietà di_, _di hobby, quindi, i_, _i miei piaceri di lettura sono piuttosto ampi. Um, mi entusiasma, _eh_, TEXAS HIGHWAY, che è, eh, molto colorato, e, _eh_, non esse..."
sw2024_B_8,AR,Long_Token,114, آه، بالتأكيد، إنه رائع بالطريقة التي تم تقسيمه بها ويمكنك، آه، تنظيم رحلات صغيرة ورحلات يومية وأشيا..., آه، بالتأكيد، إنه رائع بالطريقة التي تم تقسيمه بها ويمكنك، آه، تنظيم رحلات صغيرة ورحلات يومية وأشياء. إنه جميل ، ,أوه نعم ، _ إنه ، _ إنه ، _ آه، بالتأكيد، إنه رائع بالطريقة التي تم تقسيمه بها ويمكنك، آه، تنظيم رحلات صغيرة ورحلات يومية وأشياء. إنه جميل ، _ جميل جدًا. أم، أوه، أحب التصوير الفوتوغرافي، أم، المجلات....
sw2024_B_8,AR,Long_Token,84, ومجلات هندسة المصانع و، أقرأ عن طرق مختلفة للقيام بالأشياء ومجلات إدارة الطاقة و ، , ومجلات هندسة المصانع و، أقرأ عن طرق مختلفة للقيام بالأشياء ومجلات إدارة الطاقة و ، ,أوه نعم ، _ إنه ، _ إنه ، _ آه، بالتأكيد، إنه رائع بالطريقة التي تم تقسيمه بها ويمكنك، آه، تنظيم رحلات صغيرة ورحلات يومية وأشياء. إنه جميل ، _ جميل جدًا. أم، أوه، أحب التصوير الفوتوغرافي، أم، المجلات....
sw2024_B_8,IT,Long_Token,147,", assolutamente, è fantastico il modo in cui è suddiviso e puoi, eh, organizzare piccoli viaggi e gi...",", assolutamente, è fantastico il modo in cui è suddiviso e puoi, eh, organizzare piccoli viaggi e gite di un giorno e cose del genere. È abbastanza","Oh sì_, _è_, _è_, _eh_, assolutamente, è fantastico il modo in cui è suddiviso e puoi, eh, organizzare piccoli viaggi e gite di un giorno e cose del genere. È abbastanza_, _piuttosto carino. _Um_, _oh..."
sw2024_B_8,IT,Long_Token,59,", le riviste. Non faccio un abbonamento o cose del genere. ",", le riviste. Non faccio un abbonamento o cose del genere. ","Oh sì_, _è_, _è_, _eh_, assolutamente, è fantastico il modo in cui è suddiviso e puoi, eh, organizzare piccoli viaggi e gite di un giorno e cose del genere. È abbastanza_, _piuttosto carino. _Um_, _oh..."
sw2024_B_8,IT,Long_Token,63,", cose, oh, essendo un ingegnere nelle strutture leggo molto di",", cose, oh, essendo un ingegnere nelle strutture leggo molto di","Oh sì_, _è_, _è_, _eh_, assolutamente, è fantastico il modo in cui è suddiviso e puoi, eh, organizzare piccoli viaggi e gite di un giorno e cose del genere. È abbastanza_, _piuttosto carino. _Um_, _oh..."
sw2024_B_8,IT,Long_Token,122,e riviste di ingegneria degli impianti e leggo sui diversi modi di fare le cose e sulle riviste di g...,e riviste di ingegneria degli impianti e leggo sui diversi modi di fare le cose e sulle riviste di gestione dell’energia e,"Oh sì_, _è_, _è_, _eh_, assolutamente, è fantastico il modo in cui è suddiviso e puoi, eh, organizzare piccoli viaggi e gite di un giorno e cose del genere. È abbastanza_, _piuttosto carino. _Um_, _oh..."
sw2024_A_15,IT,Long_Token,62,", in questo momento sto leggendo occasionalmente un libro su, ",", in questo momento sto leggendo occasionalmente un libro su, ","_E_, eh, _oh_, credo che mi piaccia una varietà di cose, _eh_, molta narrativa, _eh_, _libri di quel tipo. _Eh_, in questo momento sto leggendo occasionalmente un libro su, _eh_, il Mardi Gras a New O..."
sw2024_A_35,AR,Long_Token,147, أعتقد ليس الكثير من الكتب على الرغم من أنها أحيانًا تحتوي على كتيبات وأشياء، لكن، آه، ستكون أشياء ع..., أعتقد ليس الكثير من الكتب على الرغم من أنها أحيانًا تحتوي على كتيبات وأشياء، لكن، آه، ستكون أشياء عن مثل كيف تكون ناجحًا ونوعًا ما تتحدث إلى نفسك ,حسنًا، لا أعرف، أم، أنا، آه، حضرت بعض الندوات التي كانت تحتوي على بعض الأشرطة التي تصاحبها، لكن، آه ، _ أعتقد ليس الكثير من الكتب على الرغم من أنها أحيانًا تحتوي على كتيبات وأشياء، لكن، آه، ستكون أشيا...
sw2024_A_35,CS,Long_Token,81,"předpokládám, že ne tolik knih, i když někdy mívají manuály a podobné věci, ale, ","předpokládám, že ne tolik knih, i když někdy mívají manuály a podobné věci, ale, ","_No_, nevím, _ehm_, já, _eh_, jsem se zúčastnil nějakých seminářů, ke kterým patřily i nějaké kazety, ale, _eh_ _, _ _předpokládám, že ne tolik knih, i když někdy mívají manuály a podobné věci, ale, _..."
sw2024_A_35,CS,Long_Token,56, jak být úspěšný a jak si tak nějak mluvit sám se sebou , jak být úspěšný a jak si tak nějak mluvit sám se sebou ,"_No_, nevím, _ehm_, já, _eh_, jsem se zúčastnil nějakých seminářů, ke kterým patřily i nějaké kazety, ale, _eh_ _, _ _předpokládám, že ne tolik knih, i když někdy mívají manuály a podobné věci, ale, _..."
sw2024_A_35,HI,Long_Token,168," मुझे लगता है किताबें इतनी नहीं हालाँकि उनके पास कभी-कभी मैनुअल और चीजें होती हैं, लेकिन, अह, वे चीज..."," मुझे लगता है किताबें इतनी नहीं हालाँकि उनके पास कभी-कभी मैनुअल और चीजें होती हैं, लेकिन, अह, वे चीजें इस बारे में होंगी जैसे सफल कैसे हों और एक तरह से खुद से बात करना ","खैर, मुझे नहीं पता, अम, मैंने, अह, कुछ सेमिनारों में भाग लिया है जिनके साथ कुछ टेप्स थीं, लेकिन, अह, _ मुझे लगता है किताबें इतनी नहीं हालाँकि उनके पास कभी-कभी मैनुअल और चीजें होती हैं, लेकिन, अह, वे च..."
sw2027_A_7,HI,Long_Token,73, मैं वास्तव में इसका ध्यान रखने की कोशिश करता हूँ और जैसा कि आप कहते हैं , मैं वास्तव में इसका ध्यान रखने की कोशिश करता हूँ और जैसा कि आप कहते हैं ,"हाँ _, _ आपको पता है _, _ हम भी कुछ उसी तरह के हैं। मैं कोशिश करता हूँ, मैं उसी तरह का हूँ जैसे आप हैं, मैं एक तरह से दिन-ब-दिन आंकने की कोशिश करता हूँ। मुझे पता है _, _ आपको पता है _, _ जहाँ मैं हूँ ..."
sw2027_A_7,IT,Long_Token,100,"anche noi siamo un po’ così. Cerco di, sono come te, cerco un po’ di giudicare giorno per giorno. So","anche noi siamo un po’ così. Cerco di, sono come te, cerco un po’ di giudicare giorno per giorno. So","_Sì_, _sai_, _anche noi siamo un po’ così. Cerco di, sono come te, cerco un po’ di giudicare giorno per giorno. So_, _sai_, _dove sono lavoriamo molto con i clienti e abbiamo molti funzionari governat..."
sw2027_A_7,IT,Long_Token,99,dove sono lavoriamo molto con i clienti e abbiamo molti funzionari governativi che vengono sempre e,dove sono lavoriamo molto con i clienti e abbiamo molti funzionari governativi che vengono sempre e,"_Sì_, _sai_, _anche noi siamo un po’ così. Cerco di, sono come te, cerco un po’ di giudicare giorno per giorno. So_, _sai_, _dove sono lavoriamo molto con i clienti e abbiamo molti funzionari governat..."
sw2027_A_31,CS,Long_Token,76,"Myslím, že s tím měli loni v létě problém, nosili tyhle kraťasy, které byly ","Myslím, že s tím měli loni v létě problém, nosili tyhle kraťasy, které byly ","A tyhle ani nebyly úplně plné. _Myslím, že s tím měli loni v létě problém, nosili tyhle kraťasy, které byly _, _ _víš_ _, _ ty opravdu široké plné _, _ _víš_ _, a _protože-_ _, _ tohle ani nebyly. Tyh..."
sw2027_A_65,AR,Long_Token,70, أنا كذلك. أعمل أسرع، أنجز الأمور أسرع، من عندما أكون في فستان وكعب ، , أنا كذلك. أعمل أسرع، أنجز الأمور أسرع، من عندما أكون في فستان وكعب ، ,أنا ، _ أنا كذلك. أعمل أسرع، أنجز الأمور أسرع، من عندما أكون في فستان وكعب ، _ أنت تعرف، أنا، ومن الغريب لكن أنا ، _ إنه أنا أفعل ، _ أنا أستطيع ، _ أستطيع أن أنجز الكثير أكثر إذا كنت مرتديًا ملابس مر...
sw2027_A_65,AR,Long_Token,58, أستطيع أن أنجز الكثير أكثر إذا كنت مرتديًا ملابس مريحة ، , أستطيع أن أنجز الكثير أكثر إذا كنت مرتديًا ملابس مريحة ، ,أنا ، _ أنا كذلك. أعمل أسرع، أنجز الأمور أسرع، من عندما أكون في فستان وكعب ، _ أنت تعرف، أنا، ومن الغريب لكن أنا ، _ إنه أنا أفعل ، _ أنا أستطيع ، _ أستطيع أن أنجز الكثير أكثر إذا كنت مرتديًا ملابس مر...
sw2027_A_65,CS,Long_Token,58," můžu toho udělat mnohem víc, když jsem oblečená pohodlně "," můžu toho udělat mnohem víc, když jsem oblečená pohodlně ","_Já_ _, _ to jsem. Pracuji rychleji, věci zvládnu rychleji, než když mám na sobě šaty a podpatky _, _ _víš_, já, a je to divné, ale _já_ _, _ _to_ je_ _já_ _dělám_ _, _ _já_ _můžu_ _, _ můžu toho uděl..."
sw2027_A_65,HI,Long_Token,71, मैं कहीं ज़्यादा काम निपटा सकती हूँ अगर मैंने आरामदायक कपड़े पहने हैं , मैं कहीं ज़्यादा काम निपटा सकती हूँ अगर मैंने आरामदायक कपड़े पहने हैं ,"मैं _, _ मैं हूँ। मैं तेज़ काम करती हूँ, मैं चीज़ें तेज़ निपटाती हूँ, बजाय जब मैं ड्रेस और हील्स में होती हूँ _, _ आपको पता है _, मैं, और यह अजीब है लेकिन मैं _, _ यह है मैं करती हूँ _, _ मैं कर सकती ..."
sw2027_A_65,IT,Long_Token,114,"lo sono. Lavoro più velocemente, porto a termine le cose più velocemente, che quando indosso un vest...","lo sono. Lavoro più velocemente, porto a termine le cose più velocemente, che quando indosso un vestito e i tacchi","_Io_, _lo sono. Lavoro più velocemente, porto a termine le cose più velocemente, che quando indosso un vestito e i tacchi_, _sai, io, ed è strano ma io_, _è che io lo faccio,_ io posso, _posso fare mo..."
sw2027_A_79,AR,Long_Token,52, أنت تعرف ، إذا دخلت مرتديًا بنطالًا، و أنا أبدًا ، , أنت تعرف ، إذا دخلت مرتديًا بنطالًا، و أنا أبدًا ، ,حسنًا لا أعرف، أنا فقط أعتقد ، _ أنت تعرف ، _ نعم، أحيانًا أقلق بشأن ، _ أنت تعرف ، إذا دخلت مرتديًا بنطالًا، و أنا أبدًا ، _ أنا أبدًا أبدًا، أبدًا، أبدًا لا أدخل مرتديًا بنطلون جينز ، _ أنت تعرف. لك...
sw2027_A_79,AR,Long_Token,74, أنت تعرف. لكن سأدخل مرتديًا بنطالًا. أنا أعني اليوم كنت أرتدي زوجًا من ، , أنت تعرف. لكن سأدخل مرتديًا بنطالًا. أنا أعني اليوم كنت أرتدي زوجًا من ، ,حسنًا لا أعرف، أنا فقط أعتقد ، _ أنت تعرف ، _ نعم، أحيانًا أقلق بشأن ، _ أنت تعرف ، إذا دخلت مرتديًا بنطالًا، و أنا أبدًا ، _ أنا أبدًا أبدًا، أبدًا، أبدًا لا أدخل مرتديًا بنطلون جينز ، _ أنت تعرف. لك...
sw2027_A_79,AR,Long_Token,103, أنت تعرف ، لا أعرف إذا كانوا يفعلون أم لا. أنت تعرف ، أرى الكثير من المديرين وهم يرتدون الجينز، لذا..., أنت تعرف ، لا أعرف إذا كانوا يفعلون أم لا. أنت تعرف ، أرى الكثير من المديرين وهم يرتدون الجينز، لذا ، ,حسنًا لا أعرف، أنا فقط أعتقد ، _ أنت تعرف ، _ نعم، أحيانًا أقلق بشأن ، _ أنت تعرف ، إذا دخلت مرتديًا بنطالًا، و أنا أبدًا ، _ أنا أبدًا أبدًا، أبدًا، أبدًا لا أدخل مرتديًا بنطلون جينز ، _ أنت تعرف. لك...
sw2027_A_79,CS,Long_Token,33,. Ale půjdu dovnitř v kalhotách. ,. Ale půjdu dovnitř v kalhotách. ,"_No_ nevím, jen si říkám _, _ _víš_ _, _ _jo_, někdy si dělám starosti s _, _ _víš_ _, _ jestli půjdu dovnitř v kalhotách, a _já_ _nikdy_ _, _ nikdy, nikdy, nikdy nepůjdu dovnitř v džínách _, _ _víš_ ..."
sw2028_A_125,AR,Long_Token,258, بالاعتناء بـ آه، أنا في الواقع في قسم الهواء، ونحن نراقب، أم، أي شيء يخرج من مداخن، أو من مبنى، أو،..., بالاعتناء بـ آه، أنا في الواقع في قسم الهواء، ونحن نراقب، أم، أي شيء يخرج من مداخن، أو من مبنى، أو، أم، لدينا عملاء، أم، اهتماماتهم تكون في مكان العمل ونحن نعتني بذلك، لكن، داخل قسمنا. نحن نعتني بكل شيء. مياه الصرف، آه، النفايات الصلبة، وإعادة التدوير، و ، ,الاعتناء ، _ بالاعتناء بـ آه، أنا في الواقع في قسم الهواء، ونحن نراقب، أم، أي شيء يخرج من مداخن، أو من مبنى، أو، أم، لدينا عملاء، أم، اهتماماتهم تكون في مكان العمل ونحن نعتني بذلك، لكن، داخل قسمنا. نح...
sw2028_A_125,CS,Long_Token,55,", cokoli, co vychází z komína, nebo z budovy, nebo, ehm",", cokoli, co vychází z komína, nebo z budovy, nebo, ehm","_Pečuji_ o_,_ starám se o_eh_, vlastně pracuji v divizi vzduchu a my monitorujeme, ehm_, cokoli, co vychází z komína, nebo z budovy, nebo, ehm_, máme zákazníky, kteří, ehm_, mají obavy na pracovišti a..."
sw2028_A_125,CS,Long_Token,117,", mají obavy na pracovišti a my se o to staráme, ale v rámci našeho oddělení. Staráme se o všechno. ...",", mají obavy na pracovišti a my se o to staráme, ale v rámci našeho oddělení. Staráme se o všechno. Odpadní voda, ehm","_Pečuji_ o_,_ starám se o_eh_, vlastně pracuji v divizi vzduchu a my monitorujeme, ehm_, cokoli, co vychází z komína, nebo z budovy, nebo, ehm_, máme zákazníky, kteří, ehm_, mají obavy na pracovišti a..."
sw2028_A_125,ES,Long_Token,163,", sus preocupaciones estan en el lugar de trabajo y nosotros nos encargamos de eso, pero, dentro de ...",", sus preocupaciones estan en el lugar de trabajo y nosotros nos encargamos de eso, pero, dentro de nuestro departamento. No es encargamos de todo. Agua residual, ","Cuidar, cuidar de _uh_, en realidad estoy en la division aerea, y nostros monitoreamos, _um_ cualquier cosa que salga de las chimeneas, o de los edificios, o, _um, tenemos clientes que, _um_, sus preo..."
sw2028_A_147,CS,Long_Token,55,", cokoli, co vychází z komína, nebo z budovy, nebo, ehm",", cokoli, co vychází z komína, nebo z budovy, nebo, ehm","_Pečuji_ o_,_ starám se o_eh_, vlastně pracuji v divizi vzduchu a my monitorujeme, ehm_, cokoli, co vychází z komína, nebo z budovy, nebo, ehm_, máme zákazníky, kteří, ehm_, mají obavy na pracovišti a..."
sw2028_A_147,CS,Long_Token,119,", mají obavy na pracovišti a my se o to staráme, ale v rámci našeho oddělení.  Staráme se o všechno....",", mají obavy na pracovišti a my se o to staráme, ale v rámci našeho oddělení.  Staráme se o všechno.  Odpadní voda, ehm","_Pečuji_ o_,_ starám se o_eh_, vlastně pracuji v divizi vzduchu a my monitorujeme, ehm_, cokoli, co vychází z komína, nebo z budovy, nebo, ehm_, máme zákazníky, kteří, ehm_, mají obavy na pracovišti a..."
sw2032_A_77,AR,Long_Token,54, أنا أحب رولينغ ستونز القديمة. لا أحب الأشياء الجديدة., أنا أحب رولينغ ستونز القديمة. لا أحب الأشياء الجديدة.,نعم ، _ هم ما زالوا ، _ ما زالوا موجودين، لديهم جي- ، _ قرص C D جديد، لكن أنا ، _ أنا لن أشتريه. لأن انظر، ما يحدث هو، القديم، انظر متى-، أنا أحب ، _ أنا أحب رولينغ ستونز القديمة. لا أحب الأشياء الجدي...
sw2032_A_77,CS,Long_Token,30, bych si ho nekoupil. Protože , bych si ho nekoupil. Protože ,"_Jo_ _, _ _oni_ jsou_ _, _ pořád tu jsou, mají venku _no-_ _, _nové C D, ale _já_ _, _ bych si ho nekoupil. Protože _vidíš_, co se stane je, že ti starí, _vidíš_ kde-, _mám_ _rad_ _, _ Mám rád staré R..."
sw2032_A_77,FR,Long_Token,35, je ne l'achèterais pas. Parce que , je ne l'achèterais pas. Parce que ,"_Ouais_ _, _ _ils_ _sont_ _, _ ils sont toujours là, ils ont un _nou-_, _ nouveau CD qui vient de sortir, mais _je_ _, _ je ne l'achèterais pas. Parce que _écoute_, ce qui se passe, c'est que les vieu..."
sw2032_A_77,IT,Long_Token,88,"non lo comprerei. Perché vedi, quello che succede è, i vecchi, vedi co-, io mi piacciono","non lo comprerei. Perché vedi, quello che succede è, i vecchi, vedi co-, io mi piacciono","_Sì _, _loro sono_, _sono ancora in giro, hanno un nuo-_, _nuovo CD fuori, ma io_, _non lo comprerei. Perché vedi, quello che succede è, i vecchi, vedi co-, io mi piacciono_, _mi piacciono i vecchi Ro..."
sw2032_A_135,AR,Long_Token,57, الثمانينيات يُطلق عليها، مثل السنوات التقدمية، أو الـ ، , الثمانينيات يُطلق عليها، مثل السنوات التقدمية، أو الـ ، ,لذلك، الأمر مثل، لم يحدث شيء خلال السبعينيات. كل شيء حدث خلال الستينيات، السبعينيات لا أعرف ماذا يُطلق عليها ، _ أنت تعرف، إنها مثل ، _ مثل الـ ، _ الثمانينيات يُطلق عليها، مثل السنوات التقدمية، أو ال...
sw2032_A_135,ZH,Long_Token,69," for disfluent tokens:

所以，就好像，七十年代什么都没发生。所有事情都发生在六十年代，七十年代我不知道他们叫什么，"," for disfluent tokens:

所以，就好像，七十年代什么都没发生。所有事情都发生在六十年代，七十年代我不知道他们叫什么，","Here’s __Translation 20__ using __single underscores__ for disfluent tokens:

所以，就好像，七十年代什么都没发生。所有事情都发生在六十年代，七十年代我不知道他们叫什么，_你_ _知道_，就 _像是_，_像是_ 八十年代被称为，_像是_ 进步的年代，_或者_ _是_，_或者_，_你_ _知道_，_像是_ 科技年代，因为有了..."
